x,y,date_single
-99.1445195696403,19.5073331523477,2021-04-01
-99.1339704399644,19.4907566098004,2021-04-03
-99.2017900901155,19.3763166994241,2021-04-03
-99.157898429581,19.4025433875433,2021-04-02
-99.108773319822,19.4441621883384,2021-03-31
-99.1540773102988,19.4437086085162,2021-04-03
-99.216021900079,19.3529908297905,2021-04-03
-99.191903470171,19.4735114525696,2021-04-03
-99.1443049896737,19.5074443903328,2021-04-03
-99.167546849979,19.4216708190354,2021-04-03
-99.1683057004157,19.2575113696112,2021-03-20
-99.1694205695878,19.4647464721978,2021-04-03
-99.2438965698552,19.3653146288496,2021-04-03
-99.1553740198102,19.4027710697683,2021-04-03
-99.1156697303476,19.4710939183605,2021-04-03
-99.0947596200464,19.4193542728018,2021-04-03
-99.1657836698783,19.3689481627202,2021-04-03
-99.1902297699632,19.3026990635218,2021-04-03
-99.0947545404645,19.4193514377511,2021-04-03
-99.1220426601832,19.4718225476501,2021-04-03
-99.1908489197233,19.4797218295697,2021-04-04
-99.2176115503363,19.483364270426,2021-04-04
-99.1450823803774,19.5071480817671,2021-04-04
-99.0752349799941,19.3259787932329,2021-04-04
-99.0898865503907,19.3762360739105,2021-04-04
-99.0898865503907,19.3762360739105,2021-04-04
-99.1918761999354,19.4735390900296,2021-04-04
-99.2047727097592,19.5033384722548,2021-04-04
-99.1633111201058,19.3604434262548,2021-04-04
-99.1817084001269,19.3939099390031,2021-04-04
-99.1547861702272,19.3347741884725,2021-04-04
-99.1950407604541,19.4884406535851,2021-04-04
-99.1950407604541,19.4884406535851,2021-04-04
-99.2081437999382,19.5063516760581,2021-04-04
-99.1440200504595,19.4497383720068,2021-04-02
-99.1463267501502,19.4499010756195,2021-04-03
-99.2014999703552,19.4353374527283,2021-04-04
-99.1631229200606,19.3771667012802,2021-04-04
-99.1568145904477,19.3958819898669,2021-03-19
-99.1238331701701,19.4511990334256,2021-04-03
-99.3068039398516,19.3483672701549,2021-04-04
-99.160762580392,19.4222474269552,2021-04-05
-99.1659508597318,19.4714364014644,2021-04-05
-99.1391819702352,19.3870979002217,2021-03-30
-99.1455522203599,19.3997339300514,2021-04-01
-99.0352991202893,19.352530251505,2021-04-03
-99.1656526896072,19.4235781670746,2021-04-04
-99.1401578497493,19.4340171154782,2021-04-05
-99.1630214499378,19.3771440995889,2021-04-05
-99.1967236297958,19.489300725492,2021-04-05
-99.0572423897727,19.2954663139478,2021-04-03
-99.1918797804145,19.4735833503421,2021-04-05
-99.1418239500183,19.3694276735582,2021-04-04
-99.2088594996586,19.3315345600885,2021-04-05
-99.2744024103137,19.3626599930022,2021-01-11
-99.1443785302483,19.5307373715685,2021-04-04
-99.1779872800885,19.2924616438642,2021-04-05
-99.1779872800885,19.2924616438642,2021-04-05
-99.0963846397131,19.4193739775257,2021-04-04
-99.2057839004643,19.2176770417981,2021-04-05
-99.2057839004643,19.2176770417981,2021-04-05
-99.1711141199608,19.469797730081,2021-04-05
-99.0719060495508,19.1856733164276,2021-04-05
-99.0719060495508,19.1856733164276,2021-04-05
-99.2834767700688,19.3658420574177,2021-04-05
-99.2198726502826,19.4498656712908,2021-04-05
-99.1342222296914,19.3407224684222,2021-04-02
-99.0677594396928,19.3075370219111,2021-04-05
-99.1197815501545,19.4006320460246,2021-04-03
-99.1218828403203,19.4721911743301,2021-04-05
-99.2743545801816,19.3626739101412,2021-02-09
-99.1568031902327,19.431771167733,2021-04-05
-99.2081612303492,19.3808714898747,2021-04-05
-99.2081612303492,19.3808714898747,2021-04-05
-99.129123240266,19.4234034370407,2021-04-04
-99.1056614000019,19.418266380468,2021-04-05
-99.0105830096936,19.2833221771523,2021-04-05
-99.1824323701676,19.4815095139622,2021-04-05
-99.1540297901081,19.4436893905407,2021-04-05
-99.2145033196171,19.4794790795315,2021-04-05
-99.1535680001772,19.3090629539528,2021-04-03
-99.0962871898475,19.4787459316211,2021-04-05
-99.1500489403681,19.3185220884364,2021-04-04
-99.1252402503996,19.429227599751,2021-04-05
-99.1475511295946,19.312151608421,2021-04-03
-99.1560901702859,19.4116380492866,2021-03-30
-99.1921109000123,19.3696672971124,2021-04-03
-99.18479249013,19.40926513731,2021-04-05
-99.1362682000631,19.4564463718049,2021-04-05
-99.2657715104415,19.3024470164734,2021-04-03
-99.2657715104415,19.3024470164734,2021-04-03
-99.184714259803,19.4821545704269,2021-04-05
-99.0517416395568,19.2877042533001,2021-04-05
-99.1543525497715,19.4426903313632,2021-04-05
-99.1239684800412,19.3034660783963,2021-04-05
-99.1553825104183,19.4028178755337,2021-04-05
-99.076439740204,19.3833569014102,2021-04-05
-99.021515879699,19.3308328484069,2021-04-05
-99.0944185901899,19.3841306909283,2021-04-04
-99.1245317496347,19.316537799903,2021-04-05
-99.2155121902253,19.2759328340496,2021-04-05
-99.1532957599975,19.4460744380463,2021-04-05
-99.1657438902907,19.3689519584586,2021-04-05
-99.1867590004585,19.305395009105,2021-04-05
-99.1736586403253,19.2901664878749,2021-04-05
-99.0989650203319,19.4497491633778,2021-04-05
-99.1216725102045,19.4732358085692,2021-04-05
-99.1753156203185,19.4099805627307,2021-04-05
-99.2122574198891,19.3727872873923,2021-04-05
-99.1846105503805,19.4093983685768,2021-03-12
-99.1629762898591,19.4368816339372,2021-03-31
-99.0831595702017,19.382045506053,2021-03-31
-99.0231630197793,19.1842269556815,2021-04-06
-99.1866865795249,19.3758527697364,2021-04-06
-99.1899959704026,19.4335997656402,2021-04-06
-99.1419383903017,19.4557433010893,2021-04-06
-99.1269411497812,19.3047729358118,2021-04-06
-99.1303011795767,19.2901488542205,2021-04-06
-99.0687337497816,19.3620235735396,2021-04-04
-99.2007002197356,19.378720454133,2021-04-06
-99.164815399693,19.4717638790943,2021-04-06
-99.1419491197132,19.4557483625688,2021-04-06
-99.1219675502883,19.4722597006798,2021-04-05
-99.0815144803163,19.3679741201187,2021-04-06
-99.1990660903823,19.3779332865073,2021-04-06
-99.1758853197431,19.3730298172809,2021-04-06
-99.0963730195427,19.4785739712566,2021-04-06
-99.023205489988,19.3277530608266,2021-04-06
-99.2743027195898,19.3573495566546,2021-03-20
-99.165794850214,19.3689671398903,2021-04-06
-99.0025770704719,19.3551270168905,2021-03-23
-99.0025770704719,19.3551270168905,2021-03-23
-99.1795407196268,19.4719838886244,2021-04-06
-99.146768600279,19.4341643669215,2021-03-30
-99.1253189695878,19.2942581675655,2021-04-01
-99.1657761596308,19.3684349055171,2021-04-06
-99.170703290185,19.3595526722422,2021-04-06
-99.1302797197992,19.290148851453,2021-04-06
-99.1657542596467,19.3689382936668,2021-04-06
-99.1565251395513,19.2943437017022,2021-04-06
-99.1320982599977,19.4872672280935,2021-04-06
-99.1791643196062,19.3466779993817,2021-04-06
-99.1727176297848,19.2813410930993,2021-04-06
-99.2028415202959,19.4433667382841,2021-04-06
-99.241733099682,19.3659445467057,2021-04-06
-99.0805488795745,19.4655784762103,2021-04-06
-99.15406287026,19.4437425013267,2021-04-06
-99.1057187803883,19.4180665784057,2021-04-06
-99.1641291995555,19.4343143205992,2021-04-06
-99.0914029803286,19.4475061314451,2021-04-03
-99.0671324698246,19.3071900917167,2021-04-06
-99.0968339098741,19.4787880337496,2021-04-06
-99.0949530601154,19.3220339140149,2020-04-06
-99.1721409604084,19.3873660891362,2021-04-06
-99.0491187603726,19.2872215487237,2021-04-05
-99.1041499095889,19.3279223072522,2021-04-06
-99.1041499095889,19.3279223072522,2021-04-06
-99.0784034699423,19.3103810064258,2021-03-21
-99.2359265697258,19.3538908495907,2021-04-03
-99.2064665297866,19.3374965696969,2021-04-03
-99.2455315595435,19.3529275610797,2021-04-03
-99.2356690298315,19.3544258102429,2021-04-04
-99.2186178297191,19.4446553842225,2021-03-05
-99.1420081302344,19.4557534133585,2021-04-07
-99.1401846699226,19.4340196432683,2021-04-07
-99.1718673701491,19.3677666332004,2021-04-06
-99.0491682696288,19.2872738258082,2021-04-07
-99.1770281600515,19.4800258200878,2021-04-01
-99.1837701200816,19.4462287169407,2021-04-07
-99.1551317304425,19.4333697811946,2021-04-07
-99.1853427896025,19.2987474468533,2021-03-31
-99.0126298695731,19.1994149103776,2021-04-07
-99.0801411898694,19.3819110661999,2021-04-06
-99.1894300302507,19.3607342715655,2021-04-07
-99.1524696403442,19.5081169005915,2021-04-06
-99.0688683099093,19.3451922763091,2021-04-06
-99.0707153001116,19.4056361236812,2021-04-07
-99.2096373397294,19.4006258914676,2021-04-07
-99.0335646295607,19.3332567187438,2021-04-03
-99.0926818496363,19.3561414640682,2021-04-07
-99.101884510335,19.4097244620316,2021-04-04
-99.1540244199133,19.4436994987148,2021-04-07
-99.110194000365,19.4393097805143,2021-04-05
-99.0938553195946,19.4187807766793,2021-04-07
-99.1814676701956,19.3660634842664,2021-04-07
-99.1553655296441,19.5292158341589,2021-04-07
-99.1256368198662,19.2918160759577,2021-04-07
-99.2022581396597,19.4382286888128,2021-04-07
-99.1648288102702,19.471824578749,2021-04-07
-99.2019496896775,19.2837100925894,2021-04-06
-99.1920787101334,19.3696571822149,2021-04-07
-99.1405934798489,19.5102767664296,2021-04-06
-99.0105338404641,19.3691684812323,2021-04-07
-99.1218861896715,19.4722015377507,2021-04-07
-99.1252774002463,19.2943303595637,2021-04-07
-99.1219031799914,19.4723637170251,2021-04-07
-99.1706657397679,19.2682755866692,2021-04-07
-99.0808653797885,19.3697187471484,2021-04-07
-99.2040860699704,19.5019146865519,2021-04-07
-99.2549282297115,19.3779465328753,2021-04-07
-99.1325086397164,19.4941727458017,2021-04-06
-99.1325086397164,19.4941727458017,2021-04-06
-99.1305291702304,19.4858221537147,2021-04-07
-99.155369100217,19.4028229388271,2021-04-07
-99.1453564200659,19.5074010740935,2021-04-07
-99.1806971999598,19.3467425303183,2021-04-07
-99.1227829502041,19.4963045603135,2021-02-07
-99.1403567796804,19.3802321025523,2021-04-07
-99.2027449604115,19.4453510907798,2021-04-07
-99.1523623499939,19.3630021592191,2021-04-07
-99.1223752502836,19.4714403659112,2021-04-07
-99.07093584985,19.3970951976565,2021-04-06
-99.0480429695439,19.3925879180115,2021-04-07
-99.0722871404414,19.3150813568624,2021-04-08
-99.2054691902186,19.5033583598428,2021-04-08
-99.2199347900237,19.4499919629903,2021-03-26
-99.0546584103855,19.3206411884195,2021-04-08
-99.1623426204015,19.4102858208957,2020-04-08
-99.1623426204015,19.4102858208957,2020-04-08
-99.1365462504647,19.4810574683372,2021-04-07
-99.1365462504647,19.4810574683372,2021-04-07
-99.1837340195978,19.4461987138195,2021-04-08
-99.1449469303658,19.5072016812854,2021-04-08
-99.1658848703761,19.3055828426792,2021-04-06
-99.1399206996056,19.4318063290675,2021-03-25
-99.0602233301669,19.4167523920782,2021-04-08
-99.1542126203197,19.4437069210869,2021-04-08
-99.0973263202312,19.3922065107286,2021-04-06
-99.118233919555,19.489710308285,2021-03-17
-99.105228429909,19.4491578475529,2021-04-06
-99.0777337798147,19.3149037927343,2021-04-08
-99.1630464200454,19.3771357900256,2021-04-08
-99.1097952401572,19.2692021196701,2021-04-08
-99.1097952401572,19.2692021196701,2021-04-08
-99.1647456597436,19.4718523894984,2021-04-08
-99.1086891398152,19.3406940982458,2021-04-07
-99.2419204104733,19.365927000577,2021-04-08
-99.0743525296132,19.4902711299469,2021-04-08
-99.0497615501137,19.200156409855,2021-04-08
-99.2161229297616,19.3529402186216,2021-04-08
-99.2696285201308,19.3693440870906,2021-04-08
-99.1693916901405,19.415109316598,2021-04-07
-99.1248106997044,19.3031116823998,2021-04-08
-99.1678462897979,19.4446730910988,2021-04-06
-99.0974682599193,19.4791125900773,2021-04-08
-99.0534350998269,19.3814453361933,2021-04-08
-99.247701019556,19.3047468068036,2021-04-08
-99.1893392803806,19.3608078210587,2021-04-08
-99.0144230395746,19.198071183388,2021-04-08
-99.1057348296314,19.4183482153313,2021-04-08
-99.0691253497348,19.3089392463145,2021-03-20
-99.0947616798728,19.4194470934563,2021-04-06
-99.1418802698358,19.4343666842121,2021-04-08
-99.1554109495487,19.401958832203,2021-04-08
-99.072882680057,19.2478969253194,2021-04-07
-99.195320610261,19.438191815664,2021-04-08
-99.1180982399426,19.3572808228409,2021-04-08
-99.1647751603634,19.471837216345,2021-04-08
-99.1574205499047,19.3703189626572,2021-04-08
-99.1631233699159,19.3891483809599,2021-04-08
-99.0660381296164,19.4099178215088,2021-04-08
-99.1918793299685,19.4735277089067,2021-04-08
-99.0681061095653,19.4037665834695,2021-04-08
-99.260364530255,19.3678486059317,2021-04-08
-99.260364530255,19.3678486059317,2021-04-08
-99.1656929298307,19.3689711006526,2021-04-08
-99.1897308801702,19.3888515967396,2021-03-06
-99.1662347299685,19.4116230413543,2021-04-08
-99.0728191995784,19.2997808009607,2021-04-08
-99.2358970603105,19.3539434486163,2021-04-07
-99.1915391401595,19.4742104842708,2021-04-09
-99.1554281096585,19.402830533902,2021-04-09
-99.0951025499857,19.4196146288232,2021-04-09
-99.1256041797057,19.291785543018,2021-04-09
-99.166717530308,19.2772869386625,2021-04-06
-99.1399173403308,19.4318203213031,2021-03-06
-99.1852623197722,19.2977905538869,2021-04-09
-99.0597950997048,19.3081013605204,2021-04-08
-99.1101772302612,19.4277232374615,2021-04-09
-99.0469497400012,19.3919737125199,2021-04-08
-99.1541960798222,19.4437399661941,2021-04-09
-99.1918755304654,19.4735952658444,2021-04-09
-99.0621549897423,19.2949769780206,2021-04-08
-99.0947699502191,19.3135949821739,2021-04-03
-99.149449469569,19.4250756428216,2021-04-09
-99.1943286396936,19.4893393697341,2021-04-08
-99.1377975003629,19.297818218313,2021-04-07
-99.1798388998578,19.3466340461065,2021-04-09
-99.0734007097548,19.4999574898475,2021-04-08
-99.1493251896377,19.445793700616,2021-03-28
-99.1657581501001,19.3689548735572,2021-04-09
-99.125561710148,19.291795829648,2021-04-09
-99.1540405200357,19.4436893904688,2021-04-09
-99.0748277301648,19.3176325488836,2021-04-09
-99.1920259596318,19.4736227060431,2021-04-09
-99.0996998502249,19.3875533153291,2021-04-05
-99.2198360003409,19.4518409199696,2021-04-09
-99.2549175003988,19.3779667732583,2021-04-09
-99.080582409895,19.4651915598441,2021-04-05
-99.0963032797749,19.4788066078917,2021-04-09
-99.208074059856,19.5101566713748,2021-04-08
-99.0678878501809,19.3076679258108,2021-04-09
-99.11150693958,19.3632102862346,2021-04-01
-99.11150693958,19.3632102862346,2021-04-01
-99.1494570701052,19.4354715056613,2021-04-09
-99.1794741201745,19.3465350134397,2021-04-09
-99.1031766703339,19.2641399626509,2021-04-09
-99.1121992201789,19.2341991912738,2021-04-09
-99.1343164398015,19.4254460467518,2021-04-09
-99.2207077100741,19.3764468355031,2021-04-09
-99.1514289402427,19.4870586194265,2021-04-09
-99.1836985900172,19.4462222283677,2021-04-09
-99.1656714697678,19.3689913456473,2021-04-09
-99.2199757801604,19.4495939967575,2021-04-09
-99.08327401038,19.3239621104869,2021-04-09
-99.1337048997216,19.4539577762292,2021-04-10
-99.2879587398569,19.3624197607974,2021-04-10
-99.0892280597526,19.4152479469208,2021-04-09
-99.0786123304701,19.3857642715853,2021-04-10
-99.2438717198019,19.3653131981018,2021-04-10
-99.1288429497561,19.2942948381931,2021-04-09
-99.1403540995447,19.3803295175725,2021-04-07
-99.288001660181,19.3624096435044,2021-04-10
-99.1824835496807,19.415516010844,2021-04-10
-99.1824835496807,19.415516010844,2021-04-10
-99.156828220141,19.3663823123208,2021-04-09
-99.258835319891,19.3782144026361,2021-01-26
-99.2880284798906,19.3624298806472,2021-04-10
-99.1879874501167,19.3713774979485,2021-04-09
-99.0370577201716,19.2962278107428,2021-04-09
-99.1414779399363,19.4106187278975,2021-04-08
-99.1358197298922,19.296947629717,2021-04-10
-99.094366730236,19.4192146076253,2021-04-10
-99.0594980797646,19.4646073433974,2021-04-10
-99.1052528604032,19.4128242322842,2021-04-09
-99.0221835700614,19.3575887917542,2021-04-10
-99.1600643103719,19.4012846810722,2021-04-10
-99.3004625697292,19.353491896705,2021-04-10
-99.1335710597799,19.4312720315606,2021-04-10
-99.0977760797606,19.4789726728986,2021-04-10
-99.178856759943,19.3463247890682,2021-04-10
-99.0610890099192,19.3051239827137,2021-04-10
-99.2328740599224,19.3588139210665,2021-04-07
-99.1845871400396,19.4079830872381,2021-04-09
-99.2148849998718,19.32467275602,2021-04-10
-99.1115437702837,19.4656696869225,2021-04-11
-99.1412445903224,19.3702007138123,2021-04-11
-99.1863269803884,19.4914487398009,2021-04-11
-99.0695131104002,19.3644352489029,2021-04-07
-99.1713213604256,19.4697439527938,2021-04-11
-99.149630290095,19.3198129113581,2021-04-06
-99.1470989597428,19.3152848536322,2021-04-06
-99.1514012202575,19.3133357822454,2021-04-06
-99.1668447103715,19.3310357074435,2021-04-10
-99.1668447103715,19.3310357074435,2021-04-10
-99.1506187998149,19.3061515954134,2021-04-06
-99.096628729794,19.4782096718795,2021-04-10
-99.2056907399189,19.3729087782469,2021-04-11
-99.1961794898209,19.3792670333087,2021-04-11
-99.238317600416,19.3668718719145,2021-04-10
-99.2067180601275,19.4402592583425,2021-04-10
-99.1752415896617,19.5051684491336,2021-04-11
-99.1705852696188,19.3598257996855,2021-04-11
-99.1703584003885,19.3776663488715,2021-04-11
-99.1536149401829,19.4446958472008,2021-04-11
-99.1789662801212,19.307540103875,2021-04-11
-99.2091769001243,19.2770522334038,2020-04-10
-99.2091769001243,19.2770522334038,2020-04-10
-99.1772478798345,19.4200291509703,2021-04-11
-99.1313938699057,19.2957771478366,2021-04-11
-99.1514065896506,19.4872218767075,2021-04-11
-99.1368764696654,19.4335167333332,2021-04-10
-99.1919067402336,19.4735542672616,2021-04-11
-99.0294667300623,19.2973938965445,2021-04-10
-99.0825113704095,19.3819338380485,2021-04-11
-99.204649689677,19.5023662508006,2021-04-11
-99.0390519801321,19.3484050607487,2021-04-11
-99.0390519801321,19.3484050607487,2021-04-11
-99.1371725497521,19.3345411757018,2021-04-11
-99.2876822497457,19.3658305894602,2021-04-11
-99.1817010904337,19.4409153832915,2021-04-10
-99.070837720059,19.3620892818895,2021-04-12
-99.0687127399261,19.4560782293779,2021-04-12
-99.1591295601863,19.311817401964,2021-04-11
-99.1752500795318,19.4753888810399,2020-04-11
-99.163083140055,19.3752322966296,2021-04-05
-99.1356081496897,19.4092166800665,2021-04-12
-99.085676819576,19.358383385548,2021-04-12
-99.1420246696784,19.4557532467737,2021-04-12
-99.1344657501632,19.5157567053553,2021-04-12
-99.1535877997072,19.4251442256446,2021-04-12
-99.1429400099115,19.3737362000671,2021-04-12
-99.1706635096525,19.3598525400479,2021-04-12
-99.2600525901755,19.3256624076894,2021-04-11
-99.2600525901755,19.3256624076894,2021-04-11
-99.1285465703649,19.4888071178018,2021-04-11
-99.2022375795685,19.4819546407251,2021-04-12
-99.1301322004706,19.2947251967953,2021-04-12
-99.1337500495725,19.4312398175703,2021-04-12
-99.1647429800739,19.471854922348,2021-04-12
-99.0613067199648,19.4002272555421,2021-04-12
-99.0040965401443,19.3569947261732,2021-04-12
-99.1474002600685,19.2892265783511,2021-04-09
-99.1739641899313,19.271098731373,2021-04-11
-99.1499201998318,19.4457456470104,2021-04-12
-99.1221114995386,19.4715946191254,2021-04-12
-99.2032487696312,19.5016970834653,2021-04-12
-99.1348282997571,19.4542155716784,2021-04-12
-99.1815899296328,19.4864125658691,2021-04-12
-99.1404222703962,19.4340410586138,2021-04-05
-99.0865174695271,19.3546031802721,2021-04-03
-99.1380393504652,19.3915862695237,2020-06-03
-98.9869581203041,19.3416251120093,2021-04-12
-99.0609204798166,19.3829585669806,2021-04-11
-99.1573029799718,19.5349273714458,2021-04-12
-99.0812194301608,19.2469074037304,2021-04-11
-99.0959608602817,19.4784551339083,2021-04-12
-99.11899030036,19.4551064009768,2021-04-12
-99.0696094897119,19.3112592458998,2021-04-12
-99.1808742295722,19.4565702989082,2021-04-11
-99.2197555297218,19.4518915082558,2021-04-12
-99.1906803799543,19.3778283705289,2021-04-11
-99.1918444599955,19.4734987997413,2021-04-12
-99.1420680297133,19.3652600576294,2021-04-07
-99.091307220474,19.4735378278744,2021-04-12
-99.1471481301429,19.5066816233804,2021-04-12
-99.0786713400334,19.3739367720762,2021-04-12
-99.0209931095986,19.3593101200147,2021-04-12
-99.1607147500104,19.4247554933998,2021-04-12
-99.1736269001214,19.467392712569,2021-03-22
-99.1216483695929,19.4732596558814,2021-04-12
-99.1131243103519,19.3339906994861,2021-04-12
-99.070643479999,19.358230292543,2021-04-05
-99.130834940141,19.466770688898,2021-04-12
-99.0877532998634,19.3756800825996,2021-04-10
-99.2596878097347,19.3674020840268,2020-12-30
-99.1815067804089,19.4808647917664,2021-03-20
-99.0979948600019,19.4250199933834,2021-04-13
-99.1568331397094,19.3664683522046,2021-04-13
-99.1816274800505,19.4864327985886,2021-04-09
-99.130078550132,19.4176943018902,2021-04-13
-99.2553100004352,19.2949527004517,2021-04-13
-99.2553100004352,19.2949527004517,2021-04-13
-99.0845185495443,19.3203172039065,2021-04-08
-99.1136058897574,19.4033410840929,2021-04-13
-99.1024241302756,19.3807963411993,2021-04-13
-99.163980780308,19.4581408155297,2021-04-10
-99.1409871004433,19.5177322503307,2021-04-12
-99.1646021601029,19.4718326742216,2021-04-13
-99.1055566802302,19.4182600610462,2021-04-13
-99.1646674303965,19.4718121005014,2021-04-13
-99.1243931699167,19.3171402343338,2021-04-13
-99.1467556399837,19.5068473854598,2021-04-11
-99.1975841700323,19.3930395321864,2021-04-13
-99.1975841700323,19.3930395321864,2021-04-13
-99.1794422401901,19.3717978979575,2021-04-05
-99.0184378599307,19.2925551400022,2021-04-11
-99.1703599701914,19.4153118214926,2021-03-04
-99.1767677696747,19.3347843118572,2021-04-12
-99.1441807098588,19.4681402382284,2021-04-12
-99.0975891401029,19.3567785807329,2021-02-15
-99.0824444897227,19.3662619520591,2021-03-26
-99.1960635804463,19.3067091325759,2021-04-13
-99.1805309097603,19.3895925824662,2013-03-15
-99.0804040399184,19.3132622082895,2021-04-13
-99.1219076504712,19.4721964805553,2021-04-13
-99.1965115095843,19.3024079501773,2020-03-24
-99.0973985196256,19.4791205080255,2021-04-13
-99.165462259551,19.3694901685755,2021-04-12
-99.1920581500479,19.4736328297175,2021-04-13
-99.2405158301699,19.3883842915326,2021-04-13
-99.1837169201719,19.4462159108716,2021-04-13
-99.0965388697865,19.3922039843151,2021-04-13
-99.1657143797167,19.3690368906954,2021-04-13
-99.0683662903729,19.3478712413882,2021-04-13
-99.1303494597777,19.4175947611315,2021-04-13
-99.2880070203679,19.3622400873708,2021-04-13
-99.0647184796808,19.3464945238931,2021-04-13
-99.2399371395918,19.2722800492395,2021-04-13
-99.2399371395918,19.2722800492395,2021-04-13
-99.1055479199937,19.4190482057119,2021-04-11
-99.0815091099541,19.367857721884,2021-04-13
-99.1110014295731,19.3785084976614,2021-04-13
-99.2548227300962,19.3778056815725,2021-04-13
-99.2608878296429,19.3689521273201,2019-06-04
-99.0360344502585,19.3676483229384,2021-04-14
-99.0360344502585,19.3676483229384,2021-04-14
-99.1563530297762,19.4379705090633,2021-04-14
-99.0379267903405,19.3645862015557,2021-03-13
-99.1313123698579,19.4537363139796,2021-04-14
-99.1643089095647,19.4252881218402,2021-04-14
-99.1002258804648,19.4010818717531,2021-03-01
-99.1460506601448,19.4362657323883,2021-02-05
-99.1284929199955,19.2941019289041,2021-04-14
-99.1037294303238,19.3558225989483,2021-04-14
-99.2069014897533,19.3664027271292,2021-04-02
-99.1825202096489,19.3876418728818,2021-04-05
-99.1919025804362,19.4735164962578,2021-04-14
-99.0607523101059,19.2941732576646,2021-04-13
-99.1531486804584,19.3239045681129,2021-04-14
-99.0611980900112,19.3049418881131,2021-04-14
-99.1658261398506,19.3690040016195,2021-04-14
-99.1296495095921,19.3183008030148,2021-04-14
-99.105546960393,19.2624301588484,2021-04-14
-99.2161229297612,19.3529098533331,2021-04-14
-99.0894859998426,19.4668174714292,2021-04-05
-99.1837003797671,19.4462337761095,2021-04-14
-99.1362252797023,19.4564564895847,2021-04-14
-99.2032107702719,19.5016947222531,2021-04-14
-99.1361859403951,19.4336857610607,2021-04-14
-99.255047140082,19.3778955859693,2021-04-14
-99.1081877102057,19.3387885753907,2021-04-13
-99.1835908603423,19.48090524768,2021-04-14
-99.1736269003808,19.2906096925006,2021-04-14
-99.1736269003808,19.2906096925006,2021-04-14
-99.1624893798058,19.3742007693984,2021-04-14
-99.1219829795268,19.329093877477,2021-04-14
-99.1501548895283,19.4668996587518,2021-04-13
-99.163021450135,19.3771021756188,2021-04-14
-99.2149910302373,19.4297779714943,2020-09-30
-99.1465576001629,19.4500703732602,2021-04-13
-99.0944480898867,19.4191260814919,2021-04-14
-99.1896879700743,19.3596820712293,2021-04-14
-99.0691534699764,19.3089063938331,2021-04-14
-99.1200143701406,19.451866550358,2021-04-14
-99.1219543195792,19.3577215981552,2021-04-14
-99.1403353204022,19.380266433697,2021-04-14
-99.1231128601117,19.3354029637993,2021-04-11
-99.0783863098734,19.3104165306779,2021-04-12
-99.2692342397299,19.3270228602042,2021-04-12
-99.2452526100218,19.3795944796959,2021-04-12
-99.1732835800551,19.3566577024068,2021-04-12
-99.0295866898169,19.3701829084837,2021-04-15
-99.0295866898169,19.3701829084837,2021-04-15
-99.0487816902757,19.3923655303606,2021-04-15
-99.1867777698131,19.3851305492276,2021-04-15
-99.1838183995558,19.4089592113651,2021-03-06
-99.1838183995558,19.4089592113651,2021-03-06
-99.1489105197734,19.4271774341663,2021-04-15
-99.2006912799828,19.5008628987068,2021-04-15
-99.1895138496681,19.3599516090378,2021-04-15
-99.1245339800081,19.4401811220478,2021-04-12
,,2020-11-05
-99.0691662602793,19.3089171525026,2021-04-15
-99.1568899597828,19.3887371109544,2021-04-15
-99.069803950393,19.3107639957698,2021-04-14
-99.165756579859,19.3689916025464,2021-04-15
-99.2061084503699,19.2176904229533,2021-04-15
-99.1582998596148,19.4423792312664,2021-04-15
-99.2161175597005,19.3529857729255,2021-04-15
-99.2059792601122,19.3728980681153,2021-04-15
-99.1791974003316,19.4709925960516,2021-04-15
-99.1302609402557,19.2901705364897,2021-04-15
-99.2446508998743,19.3198764379872,2021-04-13
-99.274417609875,19.3627474596897,2021-04-15
-99.0784359703688,19.3750374554448,2021-04-15
-99.1873301304262,19.3799390990135,2021-04-15
-99.0963247403919,19.4787661640335,2021-04-15
-99.1998258201559,19.377328809248,2021-04-15
-99.0765842400426,19.382925743234,2021-04-15
-99.1512867798053,19.3338719107191,2021-04-15
-99.0519806696045,19.3232691787493,2021-04-15
-99.0783427696424,19.375272781959,2021-04-15
-99.0576707604413,19.2490414303205,2021-04-14
-99.0931270997966,19.4183633858858,2021-04-15
-99.2016282704536,19.435393268675,2021-04-15
-99.1246122103664,19.3029243558029,2021-03-25
-99.1014721196912,19.4262738283137,2021-04-14
-99.0962916600282,19.4788221219095,2021-04-15
-99.1122120003447,19.2341938694261,2021-04-15
-99.1535854303401,19.4449260140804,2021-04-15
-99.121704699819,19.4731447732787,2021-04-15
-99.1746193199299,19.3045191511897,2021-04-15
-99.1195213799194,19.376035881824,2021-04-15
-99.0940465599366,19.4189026265999,2021-04-15
-99.1623428503548,19.4290404608581,2021-04-15
-99.1220641098308,19.4722480590075,2021-03-01
-99.0808868398375,19.3116756017893,2021-04-15
-99.1919928801559,19.4736028231515,2021-04-15
-99.1220641097434,19.472161410294,2021-04-15
-99.172831180112,19.3015509338248,2021-04-15
-99.172831180112,19.3015509338248,2021-04-15
-99.1217637101829,19.472713360801,2021-04-15
-99.1657063395549,19.3689544869384,2021-04-15
-99.1838514801355,19.3911691506909,2021-04-13
-99.1441118697676,19.4560782321857,2021-04-15
-99.0784523296208,19.310376412517,2021-04-15
-99.135260579908,19.4228639282522,2021-04-15
